DQ_pct_X,TBZ_pct_Y,THI_pct_Z,Z2,density
5,90,5,0.3060,0.1329
5,91,4,0.2962,0.1240
5,92,3,0.2867,0.1153
5,93,2,0.2772,0.1068
5,94,1,0.2680,0.0985
5,95,0,0.2589,0.0905
6,0,94,0.7640,0.0436
6,1,93,0.7612,0.0497
6,2,92,0.7584,0.0564
6,3,91,0.7555,0.0638
6,4,90,0.7526,0.0718
6,5,89,0.7496,0.0805
6,6,88,0.7466,0.0898
6,7,87,0.7435,0.0999
6,8,86,0.7403,0.1105
6,9,85,0.7370,0.1219
6,10,84,0.7338,0.1338
6,11,83,0.7304,0.1464
6,12,82,0.7270,0.1595
6,13,81,0.7236,0.1731
6,14,80,0.7202,0.1872
6,15,79,0.7167,0.2016
6,16,78,0.7131,0.2164
6,17,77,0.7096,0.2313
6,18,76,0.7060,0.2465
6,19,75,0.7025,0.2617
6,20,74,0.6989,0.2770
6,21,73,0.6954,0.2921
6,22,72,0.6919,0.3070
6,23,71,0.6884,0.3217
6,24,70,0.6850,0.3360
6,25,69,0.6816,0.3498
6,26,68,0.6783,0.3632
6,27,67,0.6751,0.3759
6,28,66,0.6719,0.3880
6,29,65,0.6689,0.3993
6,30,64,0.6660,0.4099
6,31,63,0.6631,0.4196
6,32,62,0.6604,0.4284
6,33,61,0.6579,0.4364
6,34,60,0.6554,0.4434
6,35,59,0.6531,0.4494
6,36,58,0.6509,0.4544
6,37,57,0.6489,0.4585
6,38,56,0.6469,0.4617
6,39,55,0.6451,0.4638
6,40,54,0.6434,0.4650
6,41,53,0.6417,0.4654
6,42,52,0.6402,0.4648
6,43,51,0.6386,0.4634
6,44,50,0.6371,0.4612
6,45,49,0.6356,0.4582
6,46,48,0.6341,0.4546
6,47,47,0.6325,0.4503
6,48,46,0.6309,0.4455
6,49,45,0.6291,0.4402
6,50,44,0.6272,0.4344
6,51,43,0.6250,0.4283
6,52,42,0.6227,0.4218
6,53,41,0.6201,0.4151
6,54,40,0.6171,0.4083
6,55,39,0.6139,0.4013
6,56,38,0.6103,0.3942
6,57,37,0.6063,0.3871
6,58,36,0.6018,0.3801
6,59,35,0.5970,0.3730
6,60,34,0.5916,0.3661
6,61,33,0.5859,0.3592
6,62,32,0.5796,0.3525
6,63,31,0.5729,0.3458
6,64,30,0.5657,0.3392
6,65,29,0.5581,0.3327
6,66,28,0.5501,0.3263
6,67,27,0.5416,0.3198
6,68,26,0.5328,0.3134
6,69,25,0.5237,0.3070
6,70,24,0.5143,0.3005
6,71,23,0.5046,0.2938
6,72,22,0.4946,0.2871
6,73,21,0.4845,0.2801
6,74,20,0.4742,0.2730
6,75,19,0.4637,0.2657
6,76,18,0.4532,0.2581
6,77,17,0.4425,0.2503
6,78,16,0.4319,0.2422
6,79,15,0.4211,0.2339
6,80,14,0.4104,0.2253
6,81,13,0.3997,0.2165
6,82,12,0.3891,0.2075
6,83,11,0.3785,0.1983
6,84,10,0.3679,0.1890
6,85,9,0.3575,0.1796
6,86,8,0.3471,0.1701
6,87,7,0.3369,0.1605
6,88,6,0.3268,0.1510
6,89,5,0.3168,0.1416
6,90,4,0.3069,0.1323
6,91,3,0.2972,0.1232
6,92,2,0.2876,0.1142
6,93,1,0.2782,0.1056
6,94,0,0.2690,0.0972
7,0,93,0.7672,0.0488
7,1,92,0.7643,0.0556
7,2,91,0.7614,0.0630
7,3,90,0.7583,0.0710
7,4,89,0.7553,0.0798
7,5,88,0.7521,0.0892
7,6,87,0.7489,0.0994
7,7,86,0.7456,0.1103
7,8,85,0.7423,0.1219
7,9,84,0.7389,0.1341
7,10,83,0.7355,0.1470
7,11,82,0.7320,0.1605
7,12,81,0.7284,0.1745
7,13,80,0.7248,0.1891
7,14,79,0.7212,0.2041
7,15,78,0.7176,0.2195
7,16,77,0.7139,0.2352
7,17,76,0.7102,0.2511
7,18,75,0.7065,0.2671
7,19,74,0.7028,0.2832
7,20,73,0.6991,0.2992
7,21,72,0.6954,0.3151
7,22,71,0.6918,0.3308
7,23,70,0.6882,0.3461
7,24,69,0.6846,0.3611
7,25,68,0.6811,0.3755
7,26,67,0.6777,0.3893
7,27,66,0.6744,0.4025
7,28,65,0.6712,0.4150
7,29,64,0.6681,0.4267
7,30,63,0.6651,0.4375
7,31,62,0.6622,0.4474
7,32,61,0.6594,0.4563
7,33,60,0.6568,0.4643
7,34,59,0.6543,0.4713
7,35,58,0.6520,0.4773
7,36,57,0.6498,0.4822
7,37,56,0.6477,0.4861
7,38,55,0.6457,0.4890
7,39,54,0.6439,0.4909
7,40,53,0.6421,0.4917
7,41,52,0.6404,0.4916
7,42,51,0.6388,0.4906
7,43,50,0.6373,0.4887
7,44,49,0.6357,0.4860
7,45,48,0.6342,0.4825
7,46,47,0.6327,0.4783
7,47,46,0.6310,0.4734
7,48,45,0.6293,0.4680
7,49,44,0.6275,0.4620
7,50,43,0.6255,0.4556
7,51,42,0.6234,0.4488
7,52,41,0.6210,0.4417
7,53,40,0.6183,0.4343
7,54,39,0.6153,0.4268
7,55,38,0.6120,0.4192
7,56,37,0.6084,0.4115
7,57,36,0.6044,0.4038
7,58,35,0.5999,0.3961
7,59,34,0.5950,0.3884
7,60,33,0.5897,0.3809
7,61,32,0.5840,0.3734
7,62,31,0.5777,0.3661
7,63,30,0.5711,0.3588
7,64,29,0.5640,0.3516
7,65,28,0.5564,0.3445
7,66,27,0.5485,0.3375
7,67,26,0.5402,0.3305
7,68,25,0.5315,0.3235
7,69,24,0.5225,0.3164
7,70,23,0.5132,0.3093
7,71,22,0.5036,0.3021
7,72,21,0.4938,0.2947
7,73,20,0.4838,0.2872
